nom,format,episodes,studio,annee,note,popularite,rang,tags,lien,periode
Akagi,TV,26,MADHOUSE,2005,3.841,4829,1683,seinen;board games;gambling;gangs;high stakes games;historical;mahjong;mind games;overpowered main characters;psychological;thriller;yakuza;based on a manga,https://www.anime-planet.com/anime/akagi,2002-2011
Motto To Love Ru,TV,12,XEBEC,2010,3.841,11832,1684,comedy;ecchi;harem;romance;sci fi;shounen;slice of life;aliens;cohabitation;interspecies relationship;love triangle;non-human protagonists;panty shots;royalty;school life;based on a manga,https://www.anime-planet.com/anime/motto-to-love-ru,2002-2011
Trinity Seven Movie: Eternal Library & Alchemic Girl,Movie,1,Seven Arcs,2017,3.841,3988,1685,action;ecchi;fantasy;harem;shounen;magic;magic school;based on a manga,https://www.anime-planet.com/anime/trinity-seven-movie-eternal-library-alchemic-girl,2017-2023
Feng Ling Yu Xiu,Web,12,,2017,3.841,68,1686,adventure;gl;shoujo-ai;ancient china;chinese animation,https://www.anime-planet.com/anime/feng-ling-yu-xiu,2017-2023
Ojii-san no Lamp,Movie,1,Telecom Animation Film,2011,3.84,1083,1687,drama;slice of life;anime tamago;countryside;historical;orphans;shorts;original work,https://www.anime-planet.com/anime/ojii-san-no-lamp,2002-2011
Kino's Journey: Tower Country,OVA,1,A.C.G.T,2005,3.84,2078,1688,adventure;drama;fantasy;shorts,https://www.anime-planet.com/anime/kinos-journey-tower-country,2002-2011
Melancholy of Haruhi-chan Suzumiya,Web,25,Kyoto Animation,2009,3.84,9488,1689,comedy;shounen;chibi;parody;school life;short episodes,https://www.anime-planet.com/anime/melancholy-of-haruhi-chan-suzumiya,2002-2011
Comedy,OVA,1,Studio 4°C,2002,3.84,5340,1690,action;europe;shorts;supernatural;swordplay;vampires,https://www.anime-planet.com/anime/comedy,2002-2011
Naruto Shippuden Movie 3: The Will of Fire,Movie,1,Pierrot,2009,3.84,16772,1691,action;shounen;ninja;based on a manga,https://www.anime-planet.com/anime/naruto-shippuden-movie-3-the-will-of-fire,2002-2011
Detective Academy Q,TV,45,Pierrot,2003,3.839,2407,1692,mystery;shounen;crime;detectives;based on a manga,https://www.anime-planet.com/anime/detective-academy-q,2002-2011
Ah! My Goddess: Fighting Wings,TV Special,2,AIC,2007,3.839,5500,1693,fantasy;seinen;gods;magic;non-human protagonists;based on a manga,https://www.anime-planet.com/anime/ah-my-goddess-fighting-wings,2002-2011
The Ambition of Oda Nobuna,TV,12,"MADHOUSE, Studio Gokumi",2012,3.839,11069,1694,action;feudal japan;historical;person in a strange world;rebellions;time travel;war;based on a light novel,https://www.anime-planet.com/anime/the-ambition-of-oda-nobuna,2012-2016
Ajin Movie 3: Shougeki,Movie,1,POLYGON PICTURES,2016,3.839,486,1695,horror;seinen;human experimentation;supernatural;based on a manga,https://www.anime-planet.com/anime/ajin-movie-3-shougeki,2012-2016
Ghost Stories,TV,19,Pierrot,2000,3.839,6054,1696,demons;episodic;japanese mythology;monster-of-the-week;school life;supernatural;youkai;original work,https://www.anime-planet.com/anime/ghost-stories,1907-2001
Xuyuan Shenlong,Movie,1,,2021,3.838,110,1697,comedy;fantasy;chinese animation;dragons;family friendly;cg animation,https://www.anime-planet.com/anime/xuyuan-shenlong,2017-2023
Handa-kun,TV,12,diomedea,2016,3.838,6834,1698,comedy;shounen;gag;school life;based on a manga,https://www.anime-planet.com/anime/handa-kun,2012-2016
Salaryman's Club,TV,1,LIDEN FILMS,2022,3.838,85,1699,drama;sports;badminton;salaryman;work life;original work,https://www.anime-planet.com/anime/salarymans-club,2017-2023
ItaKiss,TV,25,TMS Entertainment,2008,3.838,17300,1700,comedy;drama;romance;shoujo;cohabitation;opposites attract;based on a manga,https://www.anime-planet.com/anime/itakiss,2002-2011
One Piece Movie 5: The Curse of the Sacred Sword,Movie,1,Toei Animation,2004,3.838,7947,1701,adventure;shounen;island;pirates;swordplay;based on a manga,https://www.anime-planet.com/anime/one-piece-movie-5-the-curse-of-the-sacred-sword,2002-2011
Over Drive,TV,26,XEBEC,2007,3.838,3526,1702,action;comedy;shounen;sports;cycling;racing;based on a manga,https://www.anime-planet.com/anime/over-drive,2002-2011
Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,DVD Special,1,Shogakukan Music & Digital Entertainment,2014,3.837,17,1703,comedy;seinen;slice of life;based on a manga,https://www.anime-planet.com/anime/danchi-tomoo-natsuyasumi-no-shukudai-wa-owatta-no-ka-yo-tomoo,2012-2016
Tales of Zestiria: The X (2017),TV,13,ufotable,2017,3.837,4274,1704,action;adventure;fantasy;based on a video game,https://www.anime-planet.com/anime/tales-of-zestiria-the-x-2017,2017-2023
Macross Plus,OVA,4,Triangle Staff,1994,3.837,4287,1705,drama;mecha;romance;sci fi;aliens;aviation;idols;love triangle;military;music;real robot;transforming mecha;original work,https://www.anime-planet.com/anime/macross-plus,1907-2001
Rurouni Kenshin: New Kyoto Arc,OVA,2,Studio DEEN,2011,3.837,2378,1706,action;19th century;feudal japan;samurai;swordplay;based on a manga,https://www.anime-planet.com/anime/rurouni-kenshin-new-kyoto-arc,2002-2011
Lupin III Special 28: Prison of the Past,TV Special,1,TMS Entertainment,2019,3.836,84,1707,action;comedy;seinen;criminals;thieves;based on a manga,https://www.anime-planet.com/anime/lupin-the-3rd-special-28-prison-of-the-past,2017-2023
Detective Conan Magic File 3: Shinichi and Ran: Memories of Mahjong Tiles and Tanabata,OVA,1,TMS Entertainment,2009,3.836,1249,1708,shounen;age transformation;board games;detectives;mahjong;based on a manga,https://www.anime-planet.com/anime/detective-conan-magic-file-3,2002-2011
Kuroko's Basketball 3: NG-shuu,DVD Special,9,,2015,3.836,510,1709,comedy;shounen;sports;basketball,https://www.anime-planet.com/anime/kurokos-basketball-3-ng-shuu,2012-2016
Mary and the Witch's Flower,Movie,1,Studio Ponoc,2017,3.836,4732,1710,adventure;fantasy;contemporary fantasy;england;europe;family friendly;magic;magic school;witches;based on a novel,https://www.anime-planet.com/anime/mary-and-the-witchs-flower,2017-2023
City Hunter Movie: Shinjuku Private Eyes,Movie,1,Sunrise,2019,3.836,196,1711,action;comedy;sci fi;shounen;guns;based on a manga,https://www.anime-planet.com/anime/city-hunter-movie-shinjuku-private-eyes,2017-2023
Fullmetal Alchemist: The Sacred Star of Milos,Movie,1,Bones,2011,3.836,11624,1712,action;fantasy;shounen;military;siblings;based on a manga,https://www.anime-planet.com/anime/fullmetal-alchemist-the-sacred-star-of-milos,2002-2011
Place to Place: Place=Princess,DVD Special,1,AIC,2012,3.836,2574,1713,comedy;seinen;slice of life;school life;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/place-to-place-place-princess,2012-2016
Detective Conan Movie 09: Promo Special,Other,1,TMS Entertainment,2005,3.836,135,1714,mystery;shounen;police,https://www.anime-planet.com/anime/detective-conan-movie-09-promo-special,2002-2011
PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!,Movie,1,Tatsunoko Production,2017,3.835,71,1715,idols;music,https://www.anime-planet.com/anime/pripara-movie-minna-de-kagayake-kirarinstar-live,2017-2023
Recovery of an MMO Junkie Special,DVD Special,1,Signal.MD,2017,3.835,3982,1716,fantasy;adult couples;mature romance;neet;romantic comedy;rpg;based on a webtoon,https://www.anime-planet.com/anime/recovery-of-an-mmo-junkie-special,2017-2023
Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1,SILVER LINK.,2014,3.835,1923,1717,comedy;seinen;slice of life;countryside;based on a manga,https://www.anime-planet.com/anime/non-non-biyori-okinawa-e-ikukoto-ni-natta,2012-2016
5 Centimeters per Second,Movie,1,CoMix Wave Films,2007,3.835,41179,1718,drama;romance;childhood friends;trains;unrequited love;original work,https://www.anime-planet.com/anime/5-centimeters-per-second,2002-2011
Uta no Prince-sama: Maji Love 2000%,TV,13,A-1 Pictures,2013,3.835,6454,1719,reverse harem;shoujo;music;music school;school life;based on an otome game;based on a visual novel,https://www.anime-planet.com/anime/uta-no-prince-sama-maji-love-2000,2012-2016
Future Diary: Redial,OVA,1,asread,2013,3.835,12753,1720,drama;romance;shounen;psychological;supernatural;based on a manga,https://www.anime-planet.com/anime/future-diary-redial,2012-2016
Highschool of the Dead,TV,12,MADHOUSE,2010,3.834,63483,1721,action;ecchi;horror;shounen;apocalypse;pandemic;panty shots;survival;zombies;based on a manga,https://www.anime-planet.com/anime/highschool-of-the-dead,2002-2011
Kaleido Star: New Wings ~Extra Stage~,OVA,1,GONZO,2004,3.834,981,1722,america;circus;family friendly;gymnastics;showbiz;original work,https://www.anime-planet.com/anime/kaleido-star-new-wings-extra-stage,2002-2011
Fire-and-Ice Magic Cookery,Web,9,Joicy Studio,2021,3.834,13,1723,action;adventure;fantasy;chinese animation;based on a web novel;cg animation,https://www.anime-planet.com/anime/fire-and-ice-magic-cookery,2017-2023
Shouxi Yu Ling Shi 2nd Season,Web,60,Soyep,2021,3.834,28,1724,action;chinese animation;short episodes;cg animation,https://www.anime-planet.com/anime/shouxi-yu-ling-shi-2nd-season,2017-2023
Romeo x Juliet,TV,24,GONZO,2007,3.834,10414,1725,drama;fantasy;romance;based on a play;star-crossed lovers,https://www.anime-planet.com/anime/romeo-x-juliet,2002-2011
Sgt. Frog,TV,358,Sunrise,2004,3.833,3316,1726,comedy;sci fi;shounen;aliens;frogs;gag;non-human protagonists;based on a manga,https://www.anime-planet.com/anime/sgt-frog,2002-2011
